RCID,PRIM,GRUP,OBJL,RVER,AGEN,FIDN,FIDS,LNAM,LNAM_REFS,FFPT_RIND,DRVAL1,DRVAL2,QUASOU,SOUACC,VERDAT,INFORM,NINFOM,NTXTDS,SCAMAX,SCAMIN,TXTDSC,RECDAT,RECIND,SORDAT,SORIND
673,2,2,42,1,550,115117506,1287,022606DC8DC20507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
674,2,2,42,1,550,115117509,1287,022606DC8DC50507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
675,2,2,42,1,550,115117512,1287,022606DC8DC80507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
676,2,2,42,1,550,115117515,1287,022606DC8DCB0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
677,2,2,42,1,550,115117518,1287,022606DC8DCE0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
678,2,2,42,1,550,115117521,1287,022606DC8DD10507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
679,2,2,42,1,550,115117524,1287,022606DC8DD40507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
680,2,2,42,1,550,115117527,1287,022606DC8DD70507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
681,2,2,42,1,550,115117531,1287,022606DC8DDB0507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
682,2,2,42,1,550,115117534,1287,022606DC8DDE0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
683,2,2,42,1,550,115117537,1287,022606DC8DE10507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
684,2,2,42,1,550,115117540,1287,022606DC8DE40507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
685,2,2,42,1,550,115117543,1287,022606DC8DE70507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
686,2,2,42,1,550,115117546,1287,022606DC8DEA0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
687,2,2,42,1,550,115117549,1287,022606DC8DED0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
688,2,2,42,1,550,115117552,1287,022606DC8DF00507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
689,2,2,42,1,550,115117555,1287,022606DC8DF30507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
690,2,2,42,1,550,115117558,1287,022606DC8DF60507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
691,2,2,42,1,550,115117561,1287,022606DC8DF90507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
692,2,2,42,1,550,115117564,1287,022606DC8DFC0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
693,2,2,42,1,550,115117567,1287,022606DC8DFF0507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
694,2,2,42,1,550,115117570,1287,022606DC8E020507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
695,2,2,42,1,550,115117573,1287,022606DC8E050507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
696,2,2,42,1,550,115117576,1287,022606DC8E080507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
697,2,2,42,1,550,115117579,1287,022606DC8E0B0507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
698,2,2,42,1,550,115117583,1287,022606DC8E0F0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
699,2,2,42,1,550,115117586,1287,022606DC8E120507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
700,2,2,42,1,550,115117589,1287,022606DC8E150507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
701,2,2,42,1,550,115117593,1287,022606DC8E190507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
702,2,2,42,1,550,115117597,1287,022606DC8E1D0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
703,2,2,42,1,550,115117601,1287,022606DC8E210507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
704,2,2,42,1,550,115117605,1287,022606DC8E250507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
705,2,2,42,1,550,115117608,1287,022606DC8E280507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
706,2,2,42,1,550,115117611,1287,022606DC8E2B0507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
707,2,2,42,1,550,115117616,1287,022606DC8E300507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
708,2,2,42,1,550,115117619,1287,022606DC8E330507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
709,2,2,42,1,550,115117622,1287,022606DC8E360507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
710,2,2,42,1,550,115117624,1287,022606DC8E380507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
711,2,2,42,1,550,115117630,1287,022606DC8E3E0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
712,2,2,42,1,550,115117634,1287,022606DC8E420507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
713,2,2,42,1,550,115117637,1287,022606DC8E450507,,,-0.51,0.6,,,,,,,,45000,,,,,"US,US"
714,2,2,42,1,550,115117641,1287,022606DC8E490507,,,-0.51,0.6,,,,,,,,45000,,,,,"US,US"
715,2,2,42,1,550,115117645,1287,022606DC8E4D0507,,,-0.51,0.6,,,,,,,,45000,,,,,"US,US"
716,2,2,42,1,550,115117648,1287,022606DC8E500507,,,-0.51,0.6,,,,,,,,45000,,,,,"US,US"
717,2,2,42,1,550,115117652,1287,022606DC8E540507,,,-0.51,0.6,,,,,,,,45000,,,,,"US,US"
718,2,2,42,1,550,115117656,1287,022606DC8E580507,,,-0.51,0.6,,,,,,,,45000,,,,,"US,US"
719,2,2,42,1,550,115117659,1287,022606DC8E5B0507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
720,2,2,42,1,550,115117662,1287,022606DC8E5E0507,,,0.91,2.59,,,,,,,,45000,,,,,"US,US"
721,2,2,42,1,550,115117667,1287,022606DC8E630507,,,-0.51,2.74,,,,,,,,45000,,,,,"US,US"
722,2,2,42,1,550,115117676,1287,022606DC8E6C0507,,,-0.51,2.74,,,,,,,,45000,,,,,"US,US"
723,2,2,42,1,550,115117681,1287,022606DC8E710507,,,-0.51,2.74,,,,,,,,45000,,,,,"US,US"
724,2,2,42,1,550,115117683,1287,022606DC8E730507,,,-0.51,2.74,,,,,,,,45000,,,,,"US,US"
725,2,2,42,1,550,115117713,1287,022606DC8E910507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
726,2,2,42,1,550,115117716,1287,022606DC8E940507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
727,2,2,42,1,550,115117719,1287,022606DC8E970507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
728,2,2,42,1,550,115117722,1287,022606DC8E9A0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
729,2,2,42,1,550,115117728,1287,022606DC8EA00507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
730,2,2,42,1,550,115117732,1287,022606DC8EA40507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
731,2,2,42,1,550,115117735,1287,022606DC8EA70507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
732,2,2,42,1,550,115117739,1287,022606DC8EAB0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
733,2,2,42,1,550,115117743,1287,022606DC8EAF0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
734,2,2,42,1,550,115117750,1287,022606DC8EB60507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
735,2,2,42,1,550,115117755,1287,022606DC8EBB0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
736,2,2,42,1,550,115117758,1287,022606DC8EBE0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
737,2,2,42,1,550,115117761,1287,022606DC8EC10507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
738,2,2,42,1,550,115117764,1287,022606DC8EC40507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
739,2,2,42,1,550,115117767,1287,022606DC8EC70507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
740,2,2,42,1,550,115117770,1287,022606DC8ECA0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
741,2,2,42,1,550,115117774,1287,022606DC8ECE0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
742,2,2,42,1,550,115117778,1287,022606DC8ED20507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
743,2,2,42,1,550,115117782,1287,022606DC8ED60507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
744,2,2,42,1,550,115117786,1287,022606DC8EDA0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
745,2,2,42,1,550,115117792,1287,022606DC8EE00507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
746,2,2,42,1,550,115117796,1287,022606DC8EE40507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
747,2,2,42,1,550,115117799,1287,022606DC8EE70507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
748,2,2,42,1,550,115117807,1287,022606DC8EEF0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
749,2,2,42,1,550,115117810,1287,022606DC8EF20507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
750,2,2,42,1,550,115117813,1287,022606DC8EF50507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
751,2,2,42,1,550,115117816,1287,022606DC8EF80507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
752,2,2,42,1,550,115117819,1287,022606DC8EFB0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
753,2,2,42,1,550,115117822,1287,022606DC8EFE0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
754,2,2,42,1,550,115117824,1287,022606DC8F000507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
755,2,2,42,1,550,115117828,1287,022606DC8F040507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
756,2,2,42,1,550,115117830,1287,022606DC8F060507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
757,2,2,42,1,550,115117833,1287,022606DC8F090507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
758,2,2,42,1,550,115117837,1287,022606DC8F0D0507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
759,2,2,42,1,550,115117860,1287,022606DC8F240507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
760,2,2,42,1,550,115117863,1287,022606DC8F270507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
761,2,2,42,1,550,115117874,1287,022606DC8F320507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
762,2,2,42,1,550,115119932,1287,022606DC973C0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
763,2,2,42,1,550,115119935,1287,022606DC973F0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
764,2,2,42,1,550,115119941,1287,022606DC97450507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
765,2,2,42,1,550,115119945,1287,022606DC97490507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
766,2,2,42,1,550,115119950,1287,022606DC974E0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
767,2,2,42,1,550,115119954,1287,022606DC97520507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
768,2,2,42,1,550,115119959,1287,022606DC97570507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
769,2,2,42,1,550,115119963,1287,022606DC975B0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
770,2,2,42,1,550,115119970,1287,022606DC97620507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
771,2,2,42,1,550,115119982,1287,022606DC976E0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
772,2,2,42,1,550,115119986,1287,022606DC97720507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
773,2,2,42,1,550,115119991,1287,022606DC97770507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
774,2,2,42,1,550,115120211,1287,022606DC98530507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
775,2,2,42,1,550,115117878,1287,022606DC8F360507,,,-0.51,2.59,,,,,,,,45000,,,,,"US,US"
776,3,1,42,1,550,175394852,1080,02260A7450240438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
777,3,1,42,1,550,175394870,1080,02260A7450360438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
778,3,1,42,1,550,175394888,1080,02260A7450480438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
779,3,1,42,1,550,175394900,1080,02260A7450540438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
780,3,1,42,1,550,175394915,1080,02260A7450630438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
781,3,1,42,1,550,175394929,1080,02260A7450710438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
782,3,1,42,1,550,175397217,1080,02260A7459610438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
783,3,1,42,1,550,175398196,1080,02260A745D340438,,,-0.51,0,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
784,3,1,42,1,550,175399469,1080,02260A74622D0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
785,3,1,42,1,550,175399767,1080,02260A7463570438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
786,3,1,42,1,550,175399963,1080,02260A74641B0438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
787,3,1,42,1,550,175400567,1080,02260A7466770438,,,0,0.91,,,,,,,,,,,,19990529,"US,US,graph,chart 11322"
788,2,2,42,1,550,115117332,1287,022606DC8D140507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
789,2,2,42,1,550,115117335,1287,022606DC8D170507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
790,2,2,42,1,550,115117422,1287,022606DC8D6E0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
791,2,2,42,1,550,115117424,1287,022606DC8D700507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
792,2,2,42,1,550,115117886,1287,022606DC8F3E0507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
793,2,2,42,1,550,115117894,1287,022606DC8F460507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
794,2,2,42,1,550,115117897,1287,022606DC8F490507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
795,2,2,42,1,550,115117902,1287,022606DC8F4E0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
796,2,2,42,1,550,115117905,1287,022606DC8F510507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
797,2,2,42,1,550,115117908,1287,022606DC8F540507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
798,2,2,42,1,550,115117912,1287,022606DC8F580507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
799,2,2,42,1,550,115117917,1287,022606DC8F5D0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
800,2,2,42,1,550,115117920,1287,022606DC8F600507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
801,2,2,42,1,550,115117923,1287,022606DC8F630507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
802,2,2,42,1,550,115117926,1287,022606DC8F660507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
803,2,2,42,1,550,115117930,1287,022606DC8F6A0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
804,2,2,42,1,550,115117933,1287,022606DC8F6D0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
805,2,2,42,1,550,115117939,1287,022606DC8F730507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
806,2,2,42,1,550,115117942,1287,022606DC8F760507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
807,2,2,42,1,550,115117945,1287,022606DC8F790507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
808,2,2,42,1,550,115117948,1287,022606DC8F7C0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
809,2,2,42,1,550,115117951,1287,022606DC8F7F0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
810,2,2,42,1,550,115117955,1287,022606DC8F830507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
811,2,2,42,1,550,115117959,1287,022606DC8F870507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
812,2,2,42,1,550,115118027,1287,022606DC8FCB0507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
813,2,2,42,1,550,115118068,1287,022606DC8FF40507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
814,2,2,42,1,550,115118089,1287,022606DC90090507,,,-0.51,1.82,,,,,,,,45000,,,,,"US,US"
815,2,2,42,1,550,115118109,1287,022606DC901D0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
816,2,2,42,1,550,115118141,1287,022606DC903D0507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
817,2,2,42,1,550,115118618,1287,022606DC921A0507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
818,2,2,42,1,550,115118621,1287,022606DC921D0507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
819,2,2,42,1,550,115118627,1287,022606DC92230507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
820,2,2,42,1,550,115118630,1287,022606DC92260507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
821,2,2,42,1,550,115118633,1287,022606DC92290507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
822,2,2,42,1,550,115118636,1287,022606DC922C0507,,,3.65,4.26,,,,,,,,45000,,,,,"US,US"
823,2,2,42,1,550,115118641,1287,022606DC92310507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
824,2,2,42,1,550,115118677,1287,022606DC92550507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
825,2,2,42,1,550,115118685,1287,022606DC925D0507,,,-0.51,4.26,,,,,,,,45000,,,,,"US,US"
826,2,2,42,1,550,115119097,1287,022606DC93F90507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
827,2,2,42,1,550,115119101,1287,022606DC93FD0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
828,2,2,42,1,550,115119105,1287,022606DC94010507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
829,2,2,42,1,550,115119108,1287,022606DC94040507,,,0.91,11.27,,,,,,,,45000,,,,,"US,US"
830,2,2,42,1,550,115119112,1287,022606DC94080507,,,0.91,11.58,,,,,,,,45000,,,,,"US,US"
831,2,2,42,1,550,115119115,1287,022606DC940B0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
832,2,2,42,1,550,115119118,1287,022606DC940E0507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
833,2,2,42,1,550,115119121,1287,022606DC94110507,,,-0.51,0,,,,,,,,45000,,,,,"US,US"
834,2,2,42,1,550,115119203,1287,022606DC94630507,,,0.91,11.27,,,,,,,,45000,,,,,"US,US"
835,2,2,42,1,550,115119207,1287,022606DC94670507,,,0.91,10.66,,,,,,,,45000,,,,,"US,US"
836,2,2,42,1,550,115119212,1287,022606DC946C0507,,,0.91,11.58,,,,,,,,45000,,,,,"US,US"
837,2,2,42,1,550,115119994,1287,022606DC977A0507,,,1.21,3.65,,,,,,,,45000,,,,,"US,US"
838,2,2,42,1,550,115119998,1287,022606DC977E0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
839,2,2,42,1,550,115120001,1287,022606DC97810507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
840,2,2,42,1,550,115120004,1287,022606DC97840507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
841,2,2,42,1,550,115120007,1287,022606DC97870507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
842,2,2,42,1,550,115120010,1287,022606DC978A0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
843,2,2,42,1,550,115120013,1287,022606DC978D0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
844,2,2,42,1,550,115120016,1287,022606DC97900507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
845,2,2,42,1,550,115120019,1287,022606DC97930507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
846,2,2,42,1,550,115120022,1287,022606DC97960507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
847,2,2,42,1,550,115120028,1287,022606DC979C0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
848,2,2,42,1,550,115120032,1287,022606DC97A00507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
849,2,2,42,1,550,115120037,1287,022606DC97A50507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
850,2,2,42,1,550,115120040,1287,022606DC97A80507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
851,2,2,42,1,550,115120043,1287,022606DC97AB0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
852,2,2,42,1,550,115120046,1287,022606DC97AE0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
853,2,2,42,1,550,115120049,1287,022606DC97B10507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
854,2,2,42,1,550,115120055,1287,022606DC97B70507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
855,2,2,42,1,550,115120058,1287,022606DC97BA0507,,,1.21,3.65,,,,,,,,45000,,,,,"US,US"
856,2,2,42,1,550,115120062,1287,022606DC97BE0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
857,2,2,42,1,550,115120065,1287,022606DC97C10507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
858,2,2,42,1,550,115120068,1287,022606DC97C40507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
859,2,2,42,1,550,115120072,1287,022606DC97C80507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
860,2,2,42,1,550,115120075,1287,022606DC97CB0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
861,2,2,42,1,550,115120079,1287,022606DC97CF0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
862,2,2,42,1,550,115120082,1287,022606DC97D20507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
863,2,2,42,1,550,115120086,1287,022606DC97D60507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
864,2,2,42,1,550,115120090,1287,022606DC97DA0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
865,2,2,42,1,550,115120094,1287,022606DC97DE0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
866,2,2,42,1,550,115120097,1287,022606DC97E10507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
867,2,2,42,1,550,115120100,1287,022606DC97E40507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
868,2,2,42,1,550,115120103,1287,022606DC97E70507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
869,2,2,42,1,550,115120107,1287,022606DC97EB0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
870,2,2,42,1,550,115120110,1287,022606DC97EE0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
871,2,2,42,1,550,115120114,1287,022606DC97F20507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
872,2,2,42,1,550,115120117,1287,022606DC97F50507,,,0.91,3.65,,,,,,,,45000,,,,,"US,US"
873,2,2,42,1,550,115120121,1287,022606DC97F90507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
874,2,2,42,1,550,115120124,1287,022606DC97FC0507,,,1.21,3.65,,,,,,,,45000,,,,,"US,US"
875,2,2,42,1,550,115120130,1287,022606DC98020507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
876,2,2,42,1,550,115120134,1287,022606DC98060507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
877,2,2,42,1,550,115120139,1287,022606DC980B0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
878,2,2,42,1,550,115120142,1287,022606DC980E0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
879,2,2,42,1,550,115120145,1287,022606DC98110507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
880,2,2,42,1,550,115120148,1287,022606DC98140507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
881,2,2,42,1,550,115120153,1287,022606DC98190507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
882,2,2,42,1,550,115120156,1287,022606DC981C0507,,,-0.51,3.65,,,,,,,,45000,,,,,"US,US"
